sudoku,split,dp_call,literal_iteration,literal_search
500,fifo,26,0,0
500,fifo_reversed,26,0,0
500,fifo_negative_only,26,0,0
500,fifo_positive_only,26,0,0
500,dlcs,26,0,0
500,dlcs_reversed,26,0,0
500,dlcs_negative_only,26,0,0
500,dlcs_positive_only,26,0,0
500,dlis,26,0,0
500,dlis_reversed,26,0,0
500,dlis_negative_only,26,0,0
500,dlis_positive_only,26,0,0
501,fifo,22,0,0
501,fifo_reversed,22,0,0
501,fifo_negative_only,22,0,0
501,fifo_positive_only,22,0,0
501,dlcs,22,0,0
501,dlcs_reversed,22,0,0
501,dlcs_negative_only,22,0,0
501,dlcs_positive_only,22,0,0
501,dlis,22,0,0
501,dlis_reversed,22,0,0
501,dlis_negative_only,22,0,0
501,dlis_positive_only,22,0,0
502,fifo,45,0,0
502,fifo_reversed,10001,0,0
502,fifo_negative_only,10001,0,0
502,fifo_positive_only,45,0,0
502,dlcs,10001,0,0
502,dlcs_reversed,10001,0,0
502,dlcs_negative_only,10001,0,0
502,dlcs_positive_only,10001,0,0
502,dlis,10001,0,0
502,dlis_reversed,10001,0,0
502,dlis_negative_only,10001,0,0
502,dlis_positive_only,10001,0,0
503,fifo,10001,0,0
503,fifo_reversed,45,0,0
503,fifo_negative_only,45,0,0
503,fifo_positive_only,10001,0,0
503,dlcs,10001,0,0
503,dlcs_reversed,10001,0,0
503,dlcs_negative_only,10001,0,0
503,dlcs_positive_only,10001,0,0
503,dlis,10001,0,0
503,dlis_reversed,10001,0,0
503,dlis_negative_only,10001,0,0
503,dlis_positive_only,10001,0,0
504,fifo,50,0,0
504,fifo_reversed,10001,0,0
504,fifo_negative_only,10001,0,0
504,fifo_positive_only,50,0,0
504,dlcs,10001,0,0
504,dlcs_reversed,10001,0,0
504,dlcs_negative_only,10001,0,0
504,dlcs_positive_only,10001,0,0
504,dlis,10001,0,0
504,dlis_reversed,10001,0,0
504,dlis_negative_only,10001,0,0
504,dlis_positive_only,10001,0,0
505,fifo,34,0,0
505,fifo_reversed,10001,0,0
505,fifo_negative_only,10001,0,0
505,fifo_positive_only,34,0,0
505,dlcs,10001,0,0
505,dlcs_reversed,10001,0,0
505,dlcs_negative_only,10001,0,0
505,dlcs_positive_only,10001,0,0
505,dlis,10001,0,0
505,dlis_reversed,10001,0,0
505,dlis_negative_only,10001,0,0
505,dlis_positive_only,10001,0,0
506,fifo,4187,0,0
506,fifo_reversed,10001,0,0
506,fifo_negative_only,10001,0,0
506,fifo_positive_only,4187,0,0
506,dlcs,10001,0,0
506,dlcs_reversed,45,0,0
506,dlcs_negative_only,45,0,0
506,dlcs_positive_only,10001,0,0
506,dlis,10001,0,0
506,dlis_reversed,10001,0,0
506,dlis_negative_only,10001,0,0
506,dlis_positive_only,10001,0,0
507,fifo,32,0,0
507,fifo_reversed,10001,0,0
507,fifo_negative_only,10001,0,0
507,fifo_positive_only,32,0,0
507,dlcs,10001,0,0
507,dlcs_reversed,36,0,0
507,dlcs_negative_only,36,0,0
507,dlcs_positive_only,10001,0,0
507,dlis,10001,0,0
507,dlis_reversed,10001,0,0
507,dlis_negative_only,10001,0,0
507,dlis_positive_only,10001,0,0
508,fifo,32,0,0
508,fifo_reversed,32,0,0
508,fifo_negative_only,32,0,0
508,fifo_positive_only,32,0,0
508,dlcs,32,0,0
508,dlcs_reversed,32,0,0
508,dlcs_negative_only,32,0,0
508,dlcs_positive_only,32,0,0
508,dlis,32,0,0
508,dlis_reversed,32,0,0
508,dlis_negative_only,32,0,0
508,dlis_positive_only,32,0,0
509,fifo,10001,0,0
509,fifo_reversed,10001,0,0
509,fifo_negative_only,10001,0,0
509,fifo_positive_only,10001,0,0
509,dlcs,10001,0,0
509,dlcs_reversed,10001,0,0
509,dlcs_negative_only,10001,0,0
509,dlcs_positive_only,10001,0,0
509,dlis,10001,0,0
509,dlis_reversed,10001,0,0
509,dlis_negative_only,10001,0,0
509,dlis_positive_only,10001,0,0
510,fifo,37,0,0
510,fifo_reversed,10001,0,0
510,fifo_negative_only,10001,0,0
510,fifo_positive_only,37,0,0
510,dlcs,10001,0,0
510,dlcs_reversed,10001,0,0
510,dlcs_negative_only,10001,0,0
510,dlcs_positive_only,10001,0,0
510,dlis,10001,0,0
510,dlis_reversed,10001,0,0
510,dlis_negative_only,10001,0,0
510,dlis_positive_only,10001,0,0
511,fifo,32,0,0
511,fifo_reversed,32,0,0
511,fifo_negative_only,32,0,0
511,fifo_positive_only,32,0,0
511,dlcs,32,0,0
511,dlcs_reversed,32,0,0
511,dlcs_negative_only,32,0,0
511,dlcs_positive_only,32,0,0
511,dlis,32,0,0
511,dlis_reversed,32,0,0
511,dlis_negative_only,32,0,0
511,dlis_positive_only,32,0,0
512,fifo,31,0,0
512,fifo_reversed,31,0,0
512,fifo_negative_only,31,0,0
512,fifo_positive_only,31,0,0
512,dlcs,31,0,0
512,dlcs_reversed,31,0,0
512,dlcs_negative_only,31,0,0
512,dlcs_positive_only,31,0,0
512,dlis,31,0,0
512,dlis_reversed,31,0,0
512,dlis_negative_only,31,0,0
512,dlis_positive_only,31,0,0
513,fifo,56,0,0
513,fifo_reversed,10001,0,0
513,fifo_negative_only,10001,0,0
513,fifo_positive_only,56,0,0
513,dlcs,10001,0,0
513,dlcs_reversed,36,0,0
513,dlcs_negative_only,36,0,0
513,dlcs_positive_only,10001,0,0
513,dlis,10001,0,0
513,dlis_reversed,10001,0,0
513,dlis_negative_only,10001,0,0
513,dlis_positive_only,10001,0,0
514,fifo,62,0,0
514,fifo_reversed,10001,0,0
514,fifo_negative_only,10001,0,0
514,fifo_positive_only,62,0,0
514,dlcs,10001,0,0
514,dlcs_reversed,10001,0,0
514,dlcs_negative_only,10001,0,0
514,dlcs_positive_only,10001,0,0
514,dlis,10001,0,0
514,dlis_reversed,10001,0,0
514,dlis_negative_only,10001,0,0
514,dlis_positive_only,10001,0,0
515,fifo,29,0,0
515,fifo_reversed,29,0,0
515,fifo_negative_only,29,0,0
515,fifo_positive_only,29,0,0
515,dlcs,29,0,0
515,dlcs_reversed,29,0,0
515,dlcs_negative_only,29,0,0
515,dlcs_positive_only,29,0,0
515,dlis,29,0,0
515,dlis_reversed,29,0,0
515,dlis_negative_only,29,0,0
515,dlis_positive_only,29,0,0
516,fifo,26,0,0
516,fifo_reversed,10001,0,0
516,fifo_negative_only,10001,0,0
516,fifo_positive_only,26,0,0
516,dlcs,10001,0,0
516,dlcs_reversed,35,0,0
516,dlcs_negative_only,35,0,0
516,dlcs_positive_only,10001,0,0
516,dlis,10001,0,0
516,dlis_reversed,10001,0,0
516,dlis_negative_only,10001,0,0
516,dlis_positive_only,10001,0,0
517,fifo,32,0,0
517,fifo_reversed,10001,0,0
517,fifo_negative_only,10001,0,0
517,fifo_positive_only,32,0,0
517,dlcs,10001,0,0
517,dlcs_reversed,48,0,0
517,dlcs_negative_only,48,0,0
517,dlcs_positive_only,10001,0,0
517,dlis,10001,0,0
517,dlis_reversed,10001,0,0
517,dlis_negative_only,10001,0,0
517,dlis_positive_only,10001,0,0
518,fifo,28,0,0
518,fifo_reversed,10001,0,0
518,fifo_negative_only,10001,0,0
518,fifo_positive_only,28,0,0
518,dlcs,10001,0,0
518,dlcs_reversed,140,0,0
518,dlcs_negative_only,140,0,0
518,dlcs_positive_only,10001,0,0
518,dlis,10001,0,0
518,dlis_reversed,10001,0,0
518,dlis_negative_only,10001,0,0
518,dlis_positive_only,10001,0,0
519,fifo,10001,0,0
519,fifo_reversed,10001,0,0
519,fifo_negative_only,10001,0,0
519,fifo_positive_only,10001,0,0
519,dlcs,10001,0,0
519,dlcs_reversed,53,0,0
519,dlcs_negative_only,53,0,0
519,dlcs_positive_only,10001,0,0
519,dlis,10001,0,0
519,dlis_reversed,10001,0,0
519,dlis_negative_only,10001,0,0
519,dlis_positive_only,10001,0,0
520,fifo,23,0,0
520,fifo_reversed,23,0,0
520,fifo_negative_only,23,0,0
520,fifo_positive_only,23,0,0
520,dlcs,23,0,0
520,dlcs_reversed,23,0,0
520,dlcs_negative_only,23,0,0
520,dlcs_positive_only,23,0,0
520,dlis,23,0,0
520,dlis_reversed,23,0,0
520,dlis_negative_only,23,0,0
520,dlis_positive_only,23,0,0
521,fifo,27,0,0
521,fifo_reversed,10001,0,0
521,fifo_negative_only,10001,0,0
521,fifo_positive_only,27,0,0
521,dlcs,10001,0,0
521,dlcs_reversed,48,0,0
521,dlcs_negative_only,48,0,0
521,dlcs_positive_only,10001,0,0
521,dlis,10001,0,0
521,dlis_reversed,10001,0,0
521,dlis_negative_only,10001,0,0
521,dlis_positive_only,10001,0,0
522,fifo,16,0,0
522,fifo_reversed,16,0,0
522,fifo_negative_only,16,0,0
522,fifo_positive_only,16,0,0
522,dlcs,16,0,0
522,dlcs_reversed,16,0,0
522,dlcs_negative_only,16,0,0
522,dlcs_positive_only,16,0,0
522,dlis,16,0,0
522,dlis_reversed,16,0,0
522,dlis_negative_only,16,0,0
522,dlis_positive_only,16,0,0
523,fifo,25,0,0
523,fifo_reversed,25,0,0
523,fifo_negative_only,25,0,0
523,fifo_positive_only,25,0,0
523,dlcs,25,0,0
523,dlcs_reversed,25,0,0
523,dlcs_negative_only,25,0,0
523,dlcs_positive_only,25,0,0
523,dlis,25,0,0
523,dlis_reversed,25,0,0
523,dlis_negative_only,25,0,0
523,dlis_positive_only,25,0,0
524,fifo,24,0,0
524,fifo_reversed,24,0,0
524,fifo_negative_only,24,0,0
524,fifo_positive_only,24,0,0
524,dlcs,24,0,0
524,dlcs_reversed,24,0,0
524,dlcs_negative_only,24,0,0
524,dlcs_positive_only,24,0,0
524,dlis,24,0,0
524,dlis_reversed,24,0,0
524,dlis_negative_only,24,0,0
524,dlis_positive_only,24,0,0
525,fifo,55,0,0
525,fifo_reversed,40,0,0
525,fifo_negative_only,40,0,0
525,fifo_positive_only,55,0,0
525,dlcs,10001,0,0
525,dlcs_reversed,59,0,0
525,dlcs_negative_only,59,0,0
525,dlcs_positive_only,10001,0,0
525,dlis,10001,0,0
525,dlis_reversed,10001,0,0
525,dlis_negative_only,10001,0,0
525,dlis_positive_only,10001,0,0
526,fifo,27,0,0
526,fifo_reversed,27,0,0
526,fifo_negative_only,27,0,0
526,fifo_positive_only,27,0,0
526,dlcs,27,0,0
526,dlcs_reversed,27,0,0
526,dlcs_negative_only,27,0,0
526,dlcs_positive_only,27,0,0
526,dlis,27,0,0
526,dlis_reversed,27,0,0
526,dlis_negative_only,27,0,0
526,dlis_positive_only,27,0,0
527,fifo,10001,0,0
