sudoku,split,dp_call,literal_iteration,literal_search
300,fifo,35,0,0
300,fifo_reversed,29,0,0
300,fifo_negative_only,29,0,0
300,fifo_positive_only,35,0,0
300,dlcs,10001,0,0
300,dlcs_reversed,338,0,0
300,dlcs_negative_only,214,0,0
300,dlcs_positive_only,10001,0,0
300,dlis,10001,0,0
300,dlis_reversed,10001,0,0
300,dlis_negative_only,10001,0,0
300,dlis_positive_only,10001,0,0
301,fifo,33,0,0
301,fifo_reversed,43,0,0
301,fifo_negative_only,43,0,0
301,fifo_positive_only,33,0,0
301,dlcs,10001,0,0
301,dlcs_reversed,10001,0,0
301,dlcs_negative_only,10001,0,0
301,dlcs_positive_only,10001,0,0
301,dlis,10001,0,0
301,dlis_reversed,10001,0,0
301,dlis_negative_only,10001,0,0
301,dlis_positive_only,10001,0,0
302,fifo,31,0,0
302,fifo_reversed,31,0,0
302,fifo_negative_only,31,0,0
302,fifo_positive_only,31,0,0
302,dlcs,31,0,0
302,dlcs_reversed,31,0,0
302,dlcs_negative_only,31,0,0
302,dlcs_positive_only,31,0,0
302,dlis,31,0,0
302,dlis_reversed,31,0,0
302,dlis_negative_only,31,0,0
302,dlis_positive_only,31,0,0
303,fifo,59,0,0
303,fifo_reversed,46,0,0
303,fifo_negative_only,46,0,0
303,fifo_positive_only,59,0,0
303,dlcs,10001,0,0
303,dlcs_reversed,48,0,0
303,dlcs_negative_only,48,0,0
303,dlcs_positive_only,10001,0,0
303,dlis,10001,0,0
303,dlis_reversed,10001,0,0
303,dlis_negative_only,10001,0,0
303,dlis_positive_only,10001,0,0
304,fifo,69,0,0
304,fifo_reversed,46,0,0
304,fifo_negative_only,46,0,0
304,fifo_positive_only,69,0,0
304,dlcs,10001,0,0
304,dlcs_reversed,5419,0,0
304,dlcs_negative_only,2841,0,0
304,dlcs_positive_only,10001,0,0
304,dlis,10001,0,0
304,dlis_reversed,10001,0,0
304,dlis_negative_only,10001,0,0
304,dlis_positive_only,10001,0,0
305,fifo,10001,0,0
305,fifo_reversed,10001,0,0
305,fifo_negative_only,10001,0,0
305,fifo_positive_only,10001,0,0
305,dlcs,10001,0,0
305,dlcs_reversed,10001,0,0
305,dlcs_negative_only,8075,0,0
305,dlcs_positive_only,10001,0,0
305,dlis,10001,0,0
305,dlis_reversed,10001,0,0
305,dlis_negative_only,10001,0,0
305,dlis_positive_only,10001,0,0
306,fifo,107,0,0
306,fifo_reversed,10001,0,0
306,fifo_negative_only,10001,0,0
306,fifo_positive_only,107,0,0
306,dlcs,10001,0,0
306,dlcs_reversed,10001,0,0
306,dlcs_negative_only,10001,0,0
306,dlcs_positive_only,10001,0,0
306,dlis,10001,0,0
306,dlis_reversed,10001,0,0
306,dlis_negative_only,10001,0,0
306,dlis_positive_only,10001,0,0
307,fifo,43,0,0
307,fifo_reversed,5723,0,0
307,fifo_negative_only,5723,0,0
307,fifo_positive_only,43,0,0
307,dlcs,10001,0,0
307,dlcs_reversed,9110,0,0
307,dlcs_negative_only,4653,0,0
307,dlcs_positive_only,10001,0,0
307,dlis,10001,0,0
307,dlis_reversed,10001,0,0
307,dlis_negative_only,10001,0,0
307,dlis_positive_only,10001,0,0
308,fifo,34,0,0
308,fifo_reversed,34,0,0
308,fifo_negative_only,34,0,0
308,fifo_positive_only,34,0,0
308,dlcs,34,0,0
308,dlcs_reversed,34,0,0
308,dlcs_negative_only,34,0,0
308,dlcs_positive_only,34,0,0
308,dlis,34,0,0
308,dlis_reversed,34,0,0
308,dlis_negative_only,34,0,0
308,dlis_positive_only,34,0,0
309,fifo,35,0,0
309,fifo_reversed,31,0,0
309,fifo_negative_only,31,0,0
309,fifo_positive_only,35,0,0
309,dlcs,10001,0,0
309,dlcs_reversed,93,0,0
309,dlcs_negative_only,93,0,0
309,dlcs_positive_only,10001,0,0
309,dlis,10001,0,0
309,dlis_reversed,10001,0,0
309,dlis_negative_only,10001,0,0
309,dlis_positive_only,10001,0,0
310,fifo,31,0,0
310,fifo_reversed,37,0,0
310,fifo_negative_only,37,0,0
310,fifo_positive_only,31,0,0
310,dlcs,10001,0,0
310,dlcs_reversed,65,0,0
310,dlcs_negative_only,65,0,0
310,dlcs_positive_only,10001,0,0
310,dlis,10001,0,0
310,dlis_reversed,10001,0,0
310,dlis_negative_only,10001,0,0
310,dlis_positive_only,10001,0,0
311,fifo,10001,0,0
311,fifo_reversed,31,0,0
311,fifo_negative_only,31,0,0
311,fifo_positive_only,10001,0,0
311,dlcs,10001,0,0
311,dlcs_reversed,10001,0,0
311,dlcs_negative_only,10001,0,0
311,dlcs_positive_only,10001,0,0
311,dlis,10001,0,0
311,dlis_reversed,10001,0,0
311,dlis_negative_only,10001,0,0
311,dlis_positive_only,10001,0,0
312,fifo,18,0,0
312,fifo_reversed,18,0,0
312,fifo_negative_only,18,0,0
312,fifo_positive_only,18,0,0
312,dlcs,18,0,0
312,dlcs_reversed,18,0,0
312,dlcs_negative_only,18,0,0
312,dlcs_positive_only,18,0,0
312,dlis,18,0,0
312,dlis_reversed,18,0,0
312,dlis_negative_only,18,0,0
312,dlis_positive_only,18,0,0
313,fifo,58,0,0
313,fifo_reversed,57,0,0
313,fifo_negative_only,57,0,0
313,fifo_positive_only,58,0,0
313,dlcs,10001,0,0
313,dlcs_reversed,10001,0,0
313,dlcs_negative_only,10001,0,0
313,dlcs_positive_only,10001,0,0
313,dlis,10001,0,0
313,dlis_reversed,10001,0,0
313,dlis_negative_only,10001,0,0
313,dlis_positive_only,10001,0,0
314,fifo,10001,0,0
314,fifo_reversed,54,0,0
314,fifo_negative_only,54,0,0
314,fifo_positive_only,10001,0,0
314,dlcs,10001,0,0
314,dlcs_reversed,10001,0,0
314,dlcs_negative_only,10001,0,0
314,dlcs_positive_only,10001,0,0
314,dlis,10001,0,0
314,dlis_reversed,10001,0,0
314,dlis_negative_only,10001,0,0
314,dlis_positive_only,10001,0,0
315,fifo,10001,0,0
315,fifo_reversed,32,0,0
315,fifo_negative_only,32,0,0
315,fifo_positive_only,10001,0,0
315,dlcs,64,0,0
315,dlcs_reversed,10001,0,0
315,dlcs_negative_only,10001,0,0
315,dlcs_positive_only,64,0,0
315,dlis,64,0,0
315,dlis_reversed,64,0,0
315,dlis_negative_only,64,0,0
315,dlis_positive_only,64,0,0
316,fifo,28,0,0
316,fifo_reversed,28,0,0
316,fifo_negative_only,28,0,0
316,fifo_positive_only,28,0,0
316,dlcs,28,0,0
