0,4,24632,44500
1,4,12183,21976
2,5,12215,22032
3,5,12447,22498
4,4,12408,22428
5,5,12587,22778
6,6,12612,22824
7,5,12447,22498
8,4,12367,22346
9,5,12050,21702
10,4,12196,22002
11,5,12198,21998
12,4,12273,22158
13,6,12607,22814
14,6,12460,22520
15,4,12406,22424
16,6,12570,22738
17,5,12596,22796
18,5,12234,22070
19,6,12446,22492
20,4,12109,21822
21,6,12480,22560
22,5,12433,22470
23,5,12481,22566
24,5,12617,22838
25,4,12399,22410
26,4,12333,22270
27,4,12229,22062
28,5,12382,22368
29,4,12252,22100
30,5,12517,22638
31,5,12586,22776
32,6,12578,22754
33,4,12348,22308
34,4,12260,22130
35,6,12566,22730
36,4,12088,21780
37,6,12455,22508
38,6,12596,22790
39,4,12324,22260
40,6,12534,22666
41,6,12640,22880
42,6,12615,22828
43,4,12315,22242
44,6,12544,22688
45,4,11995,21596
46,6,12552,22704
47,6,12491,22582
48,4,12404,22420
49,6,12569,22736
50,4,12259,22114
51,6,12538,22674
52,5,12394,22392
53,4,12325,22246
54,4,12507,22626
55,4,12433,22478
56,4,12303,22218
57,5,12082,21766
58,4,12380,22370
59,6,12562,22722
60,4,12343,22296
61,4,11963,21530
62,5,12232,22066
63,4,12179,21968
64,4,11964,21532
65,4,11986,21576
66,4,12026,21656
67,4,12243,22096
68,4,12333,22262
69,5,12598,22800
70,6,12415,22430
71,4,12378,22368
72,6,12580,22758
73,6,12419,22438
74,4,12294,22198
75,4,12293,22196
76,6,12578,22756
77,5,12442,22488
78,4,12397,22398
79,6,12571,22740
80,5,12602,22808
81,4,12333,22262
82,4,12348,22302
83,6,12503,22606
84,4,12321,22246
85,6,12572,22742
86,5,12199,22000
87,4,12157,21924
88,4,12239,22090
89,4,12492,22596
90,5,12610,22824
91,6,12527,22654
92,6,12593,22786
93,5,12237,22076
94,4,12224,22058
95,6,12584,22766
96,6,12573,22744
97,4,12359,22330
98,6,12565,22728
99,6,12581,22762
100,4,12320,22250
101,5,12206,22014
102,4,12274,22158
103,6,12570,22738
104,6,12544,22686
105,6,12488,22576
106,6,12632,22864
107,5,12262,22126
108,4,12004,21612
109,6,12498,22596
110,4,12234,22078
111,6,12520,22640
112,5,12453,22510
113,6,12404,22408
114,6,12561,22720
115,4,11957,21518
116,5,12242,22086
117,6,12575,22748
118,6,12633,22864
119,4,12298,22206
120,5,12581,22766
121,6,12639,22876
122,6,12606,22812
123,6,12563,22726
124,4,12215,22036
125,6,12534,22666
126,5,12071,21744
127,4,12349,22310
128,6,12559,22718
129,6,12537,22672
130,4,12212,22034
131,5,12450,22504
132,4,12265,22134
133,4,12285,22180
134,5,12218,22038
135,4,12293,22190
136,6,12558,22714
137,4,12412,22436
138,6,12591,22780
139,4,12304,22218
140,4,12273,22156
141,4,12045,21694
142,6,12534,22668
143,5,12245,22092
144,6,12431,22462
145,4,12354,22314
146,6,12638,22876
147,4,12390,22392
148,5,12560,22724
149,4,12296,22196
150,4,12149,21908
151,4,12323,22256
152,6,12588,22776
153,4,12289,22188
154,6,12560,22718
155,6,12562,22724
156,5,12099,21800
157,6,12576,22750
158,4,12417,22446
159,4,12298,22206
160,4,12363,22332
161,4,12167,21944
162,6,12502,22604
163,6,12562,22724
164,4,12152,21914
165,4,12359,22324
166,6,12644,22886
167,5,12535,22674
168,4,12383,22378
169,6,12585,22770
170,5,12589,22782
171,6,12430,22460
172,4,12285,22174
173,4,12322,22248
174,6,12550,22700
175,4,12279,22168
176,6,12477,22554
177,6,12504,22608
178,4,12301,22212
179,4,12328,22262
180,6,12548,22696
181,5,12387,22378
182,4,12187,21984
183,6,12553,22706
184,5,12251,22104
185,5,12553,22710
186,4,11966,21536
187,4,12368,22348
188,5,12229,22060
189,5,12227,22056
190,4,12335,22280
191,5,12560,22724
192,4,12366,22344
193,6,12541,22682
194,4,12371,22346
195,5,12560,22724
196,6,12587,22774
197,6,12541,22682
198,6,12576,22752
199,6,12490,22578
200,6,12555,22708
201,6,12602,22802
202,5,12083,21768
203,4,12387,22378
204,4,12290,22192
205,4,12466,22544
206,4,11977,21558
207,5,12611,22826
208,6,12569,22738
209,6,12624,22846
210,4,12035,21676
211,6,12577,22752
212,6,12484,22568
213,5,12569,22742
214,5,12222,22046
215,6,12542,22682
216,4,12357,22324
217,6,12542,22682
218,6,12579,22756
219,4,12311,22232
220,4,12291,22192
221,4,12384,22380
222,5,12449,22502
223,4,12336,22282
224,6,12666,22930
225,4,12369,22344
226,6,12618,22836
227,6,12573,22744
228,4,12212,22034
229,6,12468,22536
230,5,12523,22650
231,6,12532,22664
232,6,12524,22648
233,6,12468,22536
234,4,12417,22446
235,6,12464,22526
236,6,12584,22766
237,6,12589,22778
238,6,12482,22564
239,4,12330,22272
240,6,12560,22720
241,5,12245,22092
242,4,12198,22006
243,6,12612,22824
244,6,12605,22810
245,4,12343,22298
246,5,12506,22616
247,5,12266,22134
248,5,12059,21720
249,4,12391,22394
250,6,12654,22908
251,4,12336,22284
252,6,12569,22736
253,5,12449,22502
254,6,12519,22638
255,4,12362,22336
256,6,12556,22710
257,4,12308,22228
258,5,12223,22048
259,6,12493,22586
260,4,12375,22362
261,5,12608,22820
262,6,12551,22700
263,6,12568,22736
264,6,12524,22646
265,4,12288,22186
266,6,12579,22756
267,6,12603,22806
268,6,12495,22590
269,4,12307,22218
270,6,12641,22880
271,6,12434,22468
272,6,12534,22668
273,6,12624,22848
274,5,12225,22052
275,6,12622,22842
276,6,12620,22840
277,6,12513,22624
278,6,12501,22602
279,4,12252,22114
280,4,12001,21606
281,4,12295,22194
282,6,12501,22602
283,5,12511,22626
284,6,12599,22796
285,4,12313,22236
286,4,12254,22118
287,5,12568,22740
288,4,11972,21548
289,4,12285,22180
290,6,12582,22762
291,4,12365,22342
292,4,12350,22312
293,4,12449,22510
294,4,12359,22330
295,6,12620,22840
296,5,12524,22652
297,4,12277,22164
298,6,12555,22708
299,4,12372,22356
300,4,12170,21950
301,4,12303,22218
302,4,12432,22476
303,6,12404,22408
304,6,12497,22594
305,5,12505,22614
306,5,12276,22154
307,5,12543,22690
308,4,12321,22252
309,6,12411,22422
310,6,12483,22566
311,5,12274,22150
312,5,12205,22012
313,6,12468,22534
314,6,12594,22788
315,6,12489,22576
316,6,12516,22632
317,4,12017,21638
318,5,12544,22692
319,4,12391,22386
320,5,12547,22698
321,6,12640,22878
322,5,12109,21820
323,6,12584,22768
324,4,11948,21500
325,4,12016,21638
326,5,12235,22072
327,4,12404,22420
328,5,12235,22072
329,4,12355,22316
330,5,12448,22500
331,4,12264,22132
332,4,12285,22174
333,4,12249,22094
334,5,12615,22834
335,4,12371,22352
336,5,12065,21732
337,4,12194,21998
338,4,12465,22542
339,6,12560,22718
340,6,12583,22764
341,4,12305,22214
342,6,12413,22426
343,6,12502,22604
344,6,12490,22580
345,6,12494,22588
346,6,12581,22762
347,4,12314,22240
348,6,12558,22714
349,4,11961,21526
350,5,12534,22672
351,4,12294,22198
352,5,12199,22000
353,5,12435,22474
354,6,12593,22786
355,4,12209,22028
356,6,12635,22868
357,6,12567,22734
358,6,12583,22764
359,6,12630,22858
360,4,12326,22248
361,4,12351,22312
362,4,12039,21684
363,5,12585,22774
364,6,12588,22774
365,4,12360,22326
366,4,12112,21828
367,6,12555,22708
368,4,12330,22272
